Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,All Deaths involving COVID-19 (U07.1),Deaths from All Causes,"Deaths involving Pneumonia, with or without COVID-19, excluding Influenza deaths
(J12.0–J18.9)","Deaths involving COVID-19 and Pneumonia, excluding Influenza (U07.1 and J12.0–J18.9)"
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Other,45-64 years,,101,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Other,65-74 years,,54,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Other,75-84 years,,70,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Other,85 years and over,,68,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Place of death unknown,85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,0-14 years,,12,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,15-44 years,,182,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,45-64 years,,641,,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,65-74 years,,692,11,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,75-84 years,,791,13,
07/23/2020,02/01/2020,07/18/2020,3,West Virginia,Decedent's home,85 years and over,,624,13,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,15-44 years,,23,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,45-64 years,,217,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,65-74 years,,367,12,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,75-84 years,12,487,27,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Hospice facility,85 years and over,25,689,48,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",45-64 years,,16,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",65-74 years,,15,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",75-84 years,,12,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",0-14 years,,128,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",15-44 years,17,266,15,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",45-64 years,118,1276,152,22
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",65-74 years,137,1405,191,26
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",75-84 years,136,1584,211,26
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, inpatient",85 years and over,116,1389,207,27
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",0-14 years,,26,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",15-44 years,,116,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",45-64 years,,268,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",65-74 years,,224,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",75-84 years,,202,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,"Healthcare setting, outpatient or emergency room",85 years and over,,151,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Nursing home/longterm care facility,15-44 years,,11,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Nursing home/longterm care facility,65-74 years,15,483,14,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Nursing home/longterm care facility,75-84 years,29,977,48,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Nursing home/longterm care facility,85 years and over,75,2272,123,11
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,0-14 years,,15,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,15-44 years,,367,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,45-64 years,,369,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,65-74 years,,315,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,75-84 years,11,745,17,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Other,85 years and over,32,1954,54,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,0-14 years,,19,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,15-44 years,,148,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,45-64 years,,405,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,65-74 years,,466,10,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,75-84 years,,579,17,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Place of death unknown,85 years and over,,826,24,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,0-14 years,,31,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,15-44 years,,511,,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,45-64 years,17,1754,28,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,65-74 years,18,1734,21,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,75-84 years,,1726,28,
07/23/2020,02/01/2020,07/18/2020,5,Wisconsin,Decedent's home,85 years and over,13,1913,44,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,45-64 years,,29,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,65-74 years,,33,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,75-84 years,,60,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Hospice facility,85 years and over,,77,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",15-44 years,,16,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",45-64 years,,71,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",65-74 years,,79,12,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",75-84 years,,116,25,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, inpatient",85 years and over,,94,19,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",15-44 years,,17,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",45-64 years,,44,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",65-74 years,,26,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",75-84 years,,17,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,"Healthcare setting, outpatient or emergency room",85 years and over,,11,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,45-64 years,,13,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,65-74 years,,43,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,75-84 years,,111,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Nursing home/longterm care facility,85 years and over,,228,17,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Other,85 years and over,,10,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,65-74 years,,13,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,75-84 years,,15,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Place of death unknown,85 years and over,,17,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,15-44 years,,69,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,45-64 years,,190,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,65-74 years,,223,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,75-84 years,,207,,
07/23/2020,02/01/2020,07/18/2020,8,Wyoming,Decedent's home,85 years and over,,202,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Hospice facility,85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",45-64 years,,17,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",65-74 years,,17,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",0-14 years,,53,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",15-44 years,10,177,35,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",45-64 years,31,933,201,11
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",65-74 years,31,1098,285,25
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",75-84 years,38,1512,439,25
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, inpatient",85 years and over,25,1401,427,11
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",15-44 years,,49,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",45-64 years,,113,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",65-74 years,,140,10,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",75-84 years,,168,19,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,"Healthcare setting, outpatient or emergency room",85 years and over,,155,22,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,45-64 years,,65,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,65-74 years,,203,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,75-84 years,,432,10,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Nursing home/longterm care facility,85 years and over,,728,25,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,15-44 years,,218,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,45-64 years,,160,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,65-74 years,,90,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,75-84 years,,73,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Other,85 years and over,,60,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,45-64 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Place of death unknown,85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,15-44 years,,193,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,45-64 years,,665,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,65-74 years,,878,,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,75-84 years,,1288,19,
07/23/2020,02/01/2020,07/18/2020,2,Puerto Rico,Decedent's home,85 years and over,,1617,31,
07/23/2020,02/01/2020,07/18/2020,0,United States,Hospice facility,All ages,3273,90361,6432,1526
07/23/2020,02/01/2020,07/18/2020,0,United States,"Healthcare setting, dead on arrival",All ages,136,4045,110,36
07/23/2020,02/01/2020,07/18/2020,0,United States,"Healthcare setting, inpatient",All ages,82577,417169,96209,43949
07/23/2020,02/01/2020,07/18/2020,0,United States,"Healthcare setting, outpatient or emergency room",All ages,4704,83875,4669,1553
07/23/2020,02/01/2020,07/18/2020,0,United States,Nursing home/longterm care facility,All ages,30818,264384,18213,7456
07/23/2020,02/01/2020,07/18/2020,0,United States,Other,All ages,2012,93736,2181,506
07/23/2020,02/01/2020,07/18/2020,0,United States,Place of death unknown,All ages,1205,48798,2666,571
07/23/2020,02/01/2020,07/18/2020,0,United States,Decedent's home,All ages,6603,473754,9351,1194
07/23/2020,02/01/2020,07/18/2020,4,Alabama,Hospice facility,All ages,14,956,73,
07/23/2020,02/01/2020,07/18/2020,4,Alabama,"Healthcare setting, dead on arrival",All ages,,33,,
07/23/2020,02/01/2020,07/18/2020,4,Alabama,"Healthcare setting, inpatient",All ages,902,6964,1373,338
07/23/2020,02/01/2020,07/18/2020,4,Alabama,"Healthcare setting, outpatient or emergency room",All ages,43,1732,40,
07/23/2020,02/01/2020,07/18/2020,4,Alabama,Nursing home/longterm care facility,All ages,191,2945,95,20
07/23/2020,02/01/2020,07/18/2020,4,Alabama,Other,All ages,,1324,10,
07/23/2020,02/01/2020,07/18/2020,4,Alabama,Place of death unknown,All ages,93,2471,132,22
07/23/2020,02/01/2020,07/18/2020,4,Alabama,Decedent's home,All ages,50,9669,73,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,Hospice facility,All ages,,,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,"Healthcare setting, dead on arrival",All ages,,,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,"Healthcare setting, inpatient",All ages,10,567,56,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,"Healthcare setting, outpatient or emergency room",All ages,,118,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,Nursing home/longterm care facility,All ages,,183,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,Other,All ages,,149,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,Place of death unknown,All ages,,131,,
07/23/2020,02/01/2020,07/18/2020,10,Alaska,Decedent's home,All ages,,725,,
07/23/2020,02/01/2020,07/18/2020,9,Arizona,Hospice facility,All ages,179,2919,261,74
07/23/2020,02/01/2020,07/18/2020,9,Arizona,"Healthcare setting, dead on arrival",All ages,,13,,
07/23/2020,02/01/2020,07/18/2020,9,Arizona,"Healthcare setting, inpatient",All ages,1510,7731,2007,978
07/23/2020,02/01/2020,07/18/2020,9,Arizona,"Healthcare setting, outpatient or emergency room",All ages,65,1674,81,24
07/23/2020,02/01/2020,07/18/2020,9,Arizona,Nursing home/longterm care facility,All ages,259,2083,191,94
07/23/2020,02/01/2020,07/18/2020,9,Arizona,Other,All ages,183,6848,225,63
07/23/2020,02/01/2020,07/18/2020,9,Arizona,Place of death unknown,All ages,185,1590,179,117
07/23/2020,02/01/2020,07/18/2020,9,Arizona,Decedent's home,All ages,160,11189,322,62
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,Hospice facility,All ages,11,1545,102,
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,"Healthcare setting, dead on arrival",All ages,,46,,
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,"Healthcare setting, inpatient",All ages,234,3950,705,121
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,"Healthcare setting, outpatient or emergency room",All ages,15,1181,53,
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,Nursing home/longterm care facility,All ages,74,2482,102,11
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,Other,All ages,11,953,15,
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,Place of death unknown,All ages,,,,
07/23/2020,02/01/2020,07/18/2020,6,Arkansas,Decedent's home,All ages,14,5348,90,
07/23/2020,02/01/2020,07/18/2020,9,California,Hospice facility,All ages,11,2007,82,
07/23/2020,02/01/2020,07/18/2020,9,California,"Healthcare setting, dead on arrival",All ages,,57,,
07/23/2020,02/01/2020,07/18/2020,9,California,"Healthcare setting, inpatient",All ages,5544,41152,10027,3486
07/23/2020,02/01/2020,07/18/2020,9,California,"Healthcare setting, outpatient or emergency room",All ages,231,7859,482,83
07/23/2020,02/01/2020,07/18/2020,9,California,Nursing home/longterm care facility,All ages,920,19133,1091,301
07/23/2020,02/01/2020,07/18/2020,9,California,Other,All ages,157,12991,234,38
07/23/2020,02/01/2020,07/18/2020,9,California,Place of death unknown,All ages,44,1670,131,24
07/23/2020,02/01/2020,07/18/2020,9,California,Decedent's home,All ages,339,52660,952,73
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Hospice facility,All ages,28,1614,97,18
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, dead on arrival",All ages,,21,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, inpatient",All ages,817,4744,1044,517
07/23/2020,02/01/2020,07/18/2020,8,Colorado,"Healthcare setting, outpatient or emergency room",All ages,28,819,53,18
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Nursing home/longterm care facility,All ages,641,5012,455,248
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Other,All ages,25,1244,32,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Place of death unknown,All ages,,172,,
07/23/2020,02/01/2020,07/18/2020,8,Colorado,Decedent's home,All ages,101,7464,204,36
07/23/2020,02/01/2020,07/18/2020,1,Connecticut,Hospice facility,All ages,43,425,33,16
